origin_city_name,Category,origin_store_name,Origin Lat Long,origin_loccode,destination_store_name,destination_city_name,DH Lat Long,destination_loccode,Inter/Intra Movement,Final Veh Restiction,Milk Run Pairs,Shift,OTR,MH Dock In,MH Dock Out,MH Out,TT (Primary),DH In,To be removed,DH Out,MH In,Arrival Delta,TT (secondary),Final TT,Source-Destination City Lane,Source MH-Destination City Lane,via,LHIC Distance,Freqency,"Primary 
MH Cut Off","Secondary
MH Cut Off","DH Cut off (D, D+1, D+2, D+3)",Distance (One - way),MH-DH THOR,MH-DH THOR Duplicate Key,Secondary Veh,Effective,Remarks,Planned Vehicles,"DH Out Cut off (D, D+1, D+2, D+3)","Primary 
MH In Cut Off",unique store ID,Key final,check,TT,DO,dh in,1,D,2,GH_Distance_km,GH_Travel_Time_mins
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-Goraguntepalya,Bengaluru,"13.02475,77.537306",BLR199S,Intra,22FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,117.0,Daily,D,,D+1,112.0,BLR064M-BLR199S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-Goraguntepalya,FALSE,8:00:00,7:00:00 AM,,,0.0,,114.2002071,133.13410416666667
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-GUNJUR,Bengaluru,"12.9286633,77.7380822",BLR087S,Intra,14FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,99.0,Daily,D,,D+1,95.0,BLR064M-BLR087S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-GUNJUR,FALSE,8:00:00,7:00:00 AM,,,0.0,,98.37598470000002,112.73835416666668
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-GUNJUR Network,Bengaluru,"12.93949838,77.72908936",BLR017S,Intra,17FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,100.0,Daily,D,,D+1,95.0,BLR064M-BLR017S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-GUNJUR Network,FALSE,8:00:00,7:00:00 AM,,,0.0,,98.81896815,113.72018750000001
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-HBR Layout,Bengaluru,"13.0366341856324,77.6242587756346",BLR022S,Intra,20FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,105.0,Daily,D,,D+1,100.0,BLR064M-BLR022S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-HBR Layout,FALSE,8:00:00,7:00:00 AM,,,0.0,,102.1812036,119.60595833333332
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-HEBBAL NEW,Bengaluru,"13.0324086,77.61231342",BLR033S,Intra,17FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,108.0,Daily,D,,D+1,103.0,BLR064M-BLR033S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-HEBBAL NEW,FALSE,8:00:00,7:00:00 AM,,,0.0,,103.28031630000001,121.89914583333334
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-Hennur New,Bengaluru,"13.03859871,77.64591263",BLR229S,Intra,17FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,105.0,Daily,D,,D+1,100.0,BLR064M-BLR229S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-Hennur New,FALSE,8:00:00,7:00:00 AM,,,0.0,,98.17370430000001,113.67916666666666
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-HSR Layout New,Bengaluru,"12.9118326596571,77.6439838767151",BLR094S,Intra,14FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,114.0,Daily,D,,D+1,109.0,BLR064M-BLR094S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-HSR Layout New,FALSE,8:00:00,7:00:00 AM,,,0.0,,110.62773855,128.36147916666667
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-HSR-2,Bengaluru,"12.899316,77.651296",BLR082S,Intra,14FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,115.0,Daily,D,,D+1,110.0,BLR064M-BLR082S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-HSR-2,FALSE,8:00:00,7:00:00 AM,,,0.0,,112.94169285000001,130.63231249999998
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-HSR-3,Bengaluru,"12.905778,77.637514",BLR080S,Intra,17FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,116.0,Daily,D,,D+1,110.0,BLR064M-BLR080S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-HSR-3,FALSE,8:00:00,7:00:00 AM,,,0.0,,110.97841650000001,129.3204375
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-INDIRANAGAR NEW,Bengaluru,"12.962298,77.645909",BLR044S,Intra,17FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,103.0,Daily,D,,D+1,98.0,BLR064M-BLR044S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-INDIRANAGAR NEW,FALSE,8:00:00,7:00:00 AM,,,0.0,,101.27526255000001,116.04754166666666
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-ITPL Layout,Bengaluru,"12.96191262,77.71678497",BLR178S,Intra,20FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,101.0,Daily,D,,D+1,96.0,BLR064M-BLR178S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-ITPL Layout,FALSE,8:00:00,7:00:00 AM,,,0.0,,99.2766159,113.81752083333333
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-Jakkur Network,Bengaluru,"13.059459,77.622438",BLR058S,Intra,20FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,108.0,Daily,D,,D+1,102.0,BLR064M-BLR058S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-Jakkur Network,FALSE,8:00:00,7:00:00 AM,,,0.0,,103.92044250000001,121.12216666666667
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-Jakkur New,Bengaluru,"13.06662468,77.6092697",BLR230S,Intra,20FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,109.0,Daily,D,,D+1,104.0,BLR064M-BLR230S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-Jakkur New,FALSE,8:00:00,7:00:00 AM,,,0.0,,104.84459685,122.40722916666667
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-JAYANAGAR New,Bengaluru,"12.941703,77.580188",BLR092S,Intra,14FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,110.0,Daily,D,,D+1,105.0,BLR064M-BLR092S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-JAYANAGAR New,FALSE,8:00:00,7:00:00 AM,,,0.0,,109.30851645000001,127.82627083333333
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-JC Nagar,Bengaluru,"13.0031742,77.5308889",BLR127S,Intra,17FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,120.0,Daily,D,,D+1,114.0,BLR064M-BLR127S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-JC Nagar,FALSE,8:00:00,7:00:00 AM,,,0.0,,113.70367575,132.34885416666665
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-JP Nagar Network,Bengaluru,"12.9132264799805,77.5730063365505",BLR013S,Intra,14FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,123.0,Daily,D,,D+1,117.0,BLR064M-BLR013S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-JP Nagar Network,FALSE,8:00:00,7:00:00 AM,,,0.0,,114.34565415000002,133.02552083333333
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-JP Nagar Network-2,Bengaluru,"12.887526,77.586572",BLR108S,Intra,17FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,115.0,Daily,D,,D+1,110.0,BLR064M-BLR108S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-JP Nagar Network-2,FALSE,8:00:00,7:00:00 AM,,,0.0,,115.63465515,135.29316666666665
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-Kadugodi,Bengaluru,"12.98612069,77.7450889",BLR162S,Intra,14FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,93.0,Daily,D,,D+1,89.0,BLR064M-BLR162S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-Kadugodi,FALSE,8:00:00,7:00:00 AM,,,0.0,,92.09414445,105.20727083333334
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-Kalyan Nagar Network,Bengaluru,"13.01482,77.62778",BLR059S,Intra,20FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,105.0,Daily,D,,D+1,100.0,BLR064M-BLR059S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-Kalyan Nagar Network,FALSE,8:00:00,7:00:00 AM,,,0.0,,100.7105064,116.127125
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-KALYAN NAGAR NEW,Bengaluru,"13.006655,77.641639",BLR034S,Intra,17FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,101.0,Daily,D,,D+1,96.0,BLR064M-BLR034S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-KALYAN NAGAR NEW,FALSE,8:00:00,7:00:00 AM,,,0.0,,99.2965785,113.26120833333333
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-Kannamangala,Bengaluru,"13.0174588533338,77.7593782964583",BLR014S,Intra,20FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,89.0,Daily,D,,D+1,85.0,BLR064M-BLR014S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-Kannamangala,FALSE,8:00:00,7:00:00 AM,,,0.0,,87.8935155,99.7489375
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-Kannika Nagar,Bengaluru,"12.79803706,77.66311187",BLR116S,Intra,20FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,126.0,Daily,D,,D+1,120.0,BLR064M-BLR116S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-Kannika Nagar,FALSE,8:00:00,7:00:00 AM,,,0.0,,121.5391527,146.19283333333334
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-Kasturinagar,Bengaluru,"13.0047881,77.6629972",BLR177S,Intra,14FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,146.0,Daily,D,,D+1,139.0,BLR064M-BLR177S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-Kasturinagar,FALSE,8:00:00,7:00:00 AM,,,0.0,,96.84440535000002,109.75710416666666
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-Kengeri,Bengaluru,"12.9235538722267,77.4930673245148",BLR148S,Intra,20FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,120.0,Daily,D,,D+1,114.0,BLR064M-BLR148S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-Kengeri,FALSE,8:00:00,7:00:00 AM,,,0.0,,118.64543355,141.16079166666668
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-Kogilu Road,Bengaluru,"13.10307433,77.63013442",BLR154S,Intra,14FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,114.0,Daily,D,,D+1,109.0,BLR064M-BLR154S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-Kogilu Road,FALSE,8:00:00,7:00:00 AM,,,0.0,,103.08561060000001,121.20222916666665
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-Koramangala Network,Bengaluru,"12.9444629,77.6181869",BLR038S,Intra,20FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,107.0,Daily,D,,D+1,102.0,BLR064M-BLR038S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-Koramangala Network,FALSE,8:00:00,7:00:00 AM,,,0.0,,105.79864155000001,120.9298125
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-Kudlu,Bengaluru,"12.8906552,77.6456667",BLR126S,Intra,14FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,117.0,Daily,D,,D+1,111.0,BLR064M-BLR126S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-Kudlu,FALSE,8:00:00,7:00:00 AM,,,0.0,,113.46849465,131.29954166666667
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-Kumaraswamy Layout,Bengaluru,"12.89481283,77.56436304",BLR160S,Intra,14FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,117.0,Daily,D,,D+1,111.0,BLR064M-BLR160S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-Kumaraswamy Layout,FALSE,8:00:00,7:00:00 AM,,,0.0,,116.86809435,136.64977083333332
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-Magadi Road,Bengaluru,"12.99005606,77.48523812",BLR109S,Intra,10FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,126.0,Daily,D,,D+1,120.0,BLR064M-BLR109S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-Magadi Road,FALSE,8:00:00,7:00:00 AM,,,0.0,,120.67422045,141.71947916666667
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-Malagala,Bengaluru,"12.97812065,77.51643345",BLR138S,Intra,14FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,123.0,Daily,D,,D+1,117.0,BLR064M-BLR138S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-Malagala,FALSE,8:00:00,7:00:00 AM,,,0.0,,116.7247368,135.65268749999998
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-Malleshwaram new,Bengaluru,"12.987709,77.561344",BLR045S,Intra,8FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,112.0,Daily,D,,D+1,107.0,BLR064M-BLR045S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-Malleshwaram new,FALSE,8:00:00,7:00:00 AM,,,0.0,,111.0039126,128.38025
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-Marathahalli 2,Bengaluru,"12.974679980246,77.6970017422899",BLR023S,Intra,17FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,104.0,Daily,D,,D+1,99.0,BLR064M-BLR023S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-Marathahalli 2,FALSE,8:00:00,7:00:00 AM,,,0.0,,100.83270960000002,117.45691666666667
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-Marathahalli New,Bengaluru,"12.95188627,77.71964524",BLR055S,Intra,20FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,100.0,Daily,D,,D+1,95.0,BLR064M-BLR055S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-Marathahalli New,FALSE,8:00:00,7:00:00 AM,,,0.0,,97.90118415,112.70408333333334
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-Marathahalli-3,Bengaluru,"12.96160746,77.70483424",BLR103S,Intra,20FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,104.0,Daily,D,,D+1,99.0,BLR064M-BLR103S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-Marathahalli-3,FALSE,8:00:00,7:00:00 AM,,,0.0,,99.80283600000001,114.67941666666667
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-Marathahalli-4,Bengaluru,"12.94915445,77.70329588",BLR144S,Intra,20FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,106.0,Daily,D,,D+1,101.0,BLR064M-BLR144S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-Marathahalli-4,FALSE,8:00:00,7:00:00 AM,,,0.0,,100.52453355,115.88437499999999
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-Mathikere,Bengaluru,"13.0265,77.558028",BLR140S,Intra,14FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,115.0,Daily,D,,D+1,109.0,BLR064M-BLR140S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-Mathikere,FALSE,8:00:00,7:00:00 AM,,,0.0,,111.71054790000001,129.14154166666665
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-Mico Layout Network,Bengaluru,"12.87771825,77.64508193",BLR011S,Intra,10FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,121.0,Daily,D,,D+1,115.0,BLR064M-BLR011S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-Mico Layout Network,FALSE,8:00:00,7:00:00 AM,,,0.0,,115.09351769999999,134.38045833333334
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-Mico layout network-2,Bengaluru,"12.9036895968351,77.628577654019",BLR102S,Intra,14FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,118.0,Daily,D,,D+1,112.0,BLR064M-BLR102S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-Mico layout network-2,FALSE,8:00:00,7:00:00 AM,,,0.0,,110.93219970000001,128.67431249999998
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-Nagavara,Bengaluru,"13.038049,77.617309",BLR200S,Intra,20FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,148.0,Daily,D,,D+1,141.0,BLR064M-BLR200S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-Nagavara,FALSE,8:00:00,7:00:00 AM,,,0.0,,103.24946519999999,121.31172916666668
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-Nagondanahalli,Bengaluru,"12.97486139,77.7718582",BLR197S,Intra,20FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,93.0,Daily,D,,D+1,89.0,BLR064M-BLR197S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-Nagondanahalli,FALSE,8:00:00,7:00:00 AM,,,0.0,,92.26327110000001,105.25302083333332
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-Narayana reddy Layout,Bengaluru,"12.939045,77.62645",BLR213S,Intra,17FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,107.0,Daily,D,,D+1,102.0,BLR064M-BLR213S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-Narayana reddy Layout,FALSE,8:00:00,7:00:00 AM,,,0.0,,106.61103600000001,121.94554166666666
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-Narayanapura,Bengaluru,"13.0638213428266,77.6492006993277",BLR026S,Intra,17FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,104.0,Daily,D,,D+1,99.0,BLR064M-BLR026S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-Narayanapura,FALSE,8:00:00,7:00:00 AM,,,0.0,,99.0194856,114.481125
Bengaluru,Meat,KWPL_BLR-MEAT MH,"13.185061, 78.426622",BLR064M,BLR-Narayanapura Network,Bengaluru,"13.0627484570029,77.6350034762388",BLR122S,Intra,20FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,KWPL_BLR-MEAT MH-Bengaluru,Direct,108.0,Daily,D,,D+1,103.0,BLR064M-BLR122S,1.0,1,,,,,,,KWPL_BLR-MEAT MHBLR-Narayanapura Network,FALSE,8:00:00,7:00:00 AM,,,0.0,,101.7180108,117.58266666666668
